Exportaciones Reales (COP),Exportaciones Predichas (COP)
0.0005855981402999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0003737860469999,9.5021205e-05
0.0,9.5021205e-05
6.229767449999999e-05,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0002533438762999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
6.229767449999999e-05,9.5021205e-05
0.0,9.5021205e-05
0.0001619739536999,9.5021205e-05
0.0001204421706999,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
3.32254264e-05,9.5021205e-05
0.0,9.5021205e-05
0.0001370548838999,9.5021205e-05
4.1531783e-06,9.5021205e-05
1.66127132e-05,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
2.49190698e-05,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0002574970545999,9.5021205e-05
4.1531783e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
1.66127132e-05,9.5021205e-05
2.07658915e-05,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0005523727139,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
5.81444962e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
4.98381396e-05,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0,9.5021205e-05
0.0009303119392,9.5021205e-05
4.1531783e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0006562021713999,9.5021205e-05
7.06040311e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
2.49190698e-05,9.5021205e-05
0.0,9.5021205e-05
0.0004402368997999,9.5021205e-05
0.0,9.5021205e-05
0.0026123491506999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.000290722481,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0010175286834999,0.0011524272
0.0003197947291,9.5021205e-05
0.0,9.5021205e-05
0.0006728148845999,9.5021205e-05
0.0,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0001038294574999,9.5021205e-05
0.0,9.5021205e-05
0.0001121358140999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
4.56849613e-05,9.5021205e-05
0.0,9.5021205e-05
4.98381396e-05,9.5021205e-05
5.399131789999999e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001744334886,9.5021205e-05
0.0001827398451999,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0001661271319999,9.5021205e-05
0.0,9.5021205e-05
0.0004526964346999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
9.13699226e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001038294574999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0001121358140999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
2.49190698e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0015491355059,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0019810660490999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0006935807760999,9.5021205e-05
0.0001121358140999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
2.90722481e-05,9.5021205e-05
0.0004900750393999,9.5021205e-05
4.1531783e-06,9.5021205e-05
7.475720939999999e-05,9.5021205e-05
0.0001370548838999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0002408843413999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001329017056,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0002574970545999,9.5021205e-05
0.0005357600006999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0503697464224,0.04001272
0.0001038294574999,9.5021205e-05
0.0003322542639999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0019603001575999,9.5021205e-05
0.0,9.5021205e-05
0.0001453612405,9.5021205e-05
0.0003073351942,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0011005922495,9.5021205e-05
0.0,9.5021205e-05
0.0003156415508,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0004568496129999,9.5021205e-05
0.0,9.5021205e-05
0.0011878089938,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0016114331803999,0.0034027805
0.0,9.5021205e-05
0.0010590604664999,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
6.64508528e-05,9.5021205e-05
0.0,9.5021205e-05
0.0012791789164,9.5021205e-05
1.24595349e-05,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0001162889924,9.5021205e-05
0.0,9.5021205e-05
0.0019063088396999,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0017817134906999,0.0027309784
0.0003530201554999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0006437426364999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
2.07658915e-05,9.5021205e-05
1.24595349e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
6.64508528e-05,9.5021205e-05
4.1531783e-05,9.5021205e-05
2.90722481e-05,9.5021205e-05
0.0,9.5021205e-05
2.49190698e-05,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0001245953489999,9.5021205e-05
0.0,9.5021205e-05
7.06040311e-05,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
1.24595349e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0024545283752999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001329017056,9.5021205e-05
0.0001619739536999,9.5021205e-05
6.229767449999999e-05,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0016321990718999,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
3.73786047e-05,9.5021205e-05
0.0,9.5021205e-05
0.0002574970545999,0.00041768013
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0002616502329,9.5021205e-05
6.64508528e-05,9.5021205e-05
0.0,9.5021205e-05
2.90722481e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0010881327146,9.5021205e-05
0.0019312279094999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0004111646517,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0003447137989,9.5021205e-05
2.49190698e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001827398451999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
3.73786047e-05,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0014743782964999,9.5021205e-05
2.90722481e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
1.66127132e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0002824161244,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
7.06040311e-05,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0005191472874999,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001910462017999,9.5021205e-05
2.07658915e-05,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0011462772107999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.000581444962,9.5021205e-05
0.0,9.5021205e-05
0.0024171497706,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
4.1531783e-06,9.5021205e-05
8.306356599999999e-05,9.5021205e-05
9.552310089999998e-05,9.5021205e-05
0.0004028582950999,9.5021205e-05
0.0,9.5021205e-05
0.0011462772107999,9.5021205e-05
0.0,9.5021205e-05
2.49190698e-05,9.5021205e-05
0.0,9.5021205e-05
0.0001453612405,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
2.49190698e-05,9.5021205e-05
0.0,9.5021205e-05
0.0003073351942,9.5021205e-05
0.0,9.5021205e-05
8.306356599999999e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
1.66127132e-05,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0001868930234999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0051831665183999,0.00066427834
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0004859218610999,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0005357600006999,9.5021205e-05
0.001079826358,9.5021205e-05
7.89103877e-05,9.5021205e-05
0.0,9.5021205e-05
3.32254264e-05,9.5021205e-05
0.0,9.5021205e-05
6.64508528e-05,9.5021205e-05
0.0,9.5021205e-05
2.07658915e-05,9.5021205e-05
6.229767449999999e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0002201184498999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0229130846811,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0007683379854999,9.5021205e-05
0.0,9.5021205e-05
0.0001453612405,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0002201184498999,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0001079826357999,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0001868930234999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
3.32254264e-05,9.5021205e-05
0.0,9.5021205e-05
0.0003530201554999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0005606790705,9.5021205e-05
0.0032685513221,0.01767142
0.0,9.5021205e-05
0.0027452508562999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0009053928693999,9.5021205e-05
6.229767449999999e-05,9.5021205e-05
1.66127132e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0028033953524999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
7.89103877e-05,9.5021205e-05
0.0,9.5021205e-05
4.98381396e-05,9.5021205e-05
0.0017941730255999,0.008873642
0.0005233004658,9.5021205e-05
0.0,9.5021205e-05
0.0004277773649,9.5021205e-05
0.0,9.5021205e-05
0.0079533364445,0.0026614342
0.0001370548838999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0011836558154999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001453612405,9.5021205e-05
4.1531783e-06,9.5021205e-05
4.56849613e-05,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0050710307042999,9.5021205e-05
0.0004610027912999,9.5021205e-05
0.0002076589149999,9.5021205e-05
1.24595349e-05,9.5021205e-05
5.81444962e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0009012396910999,9.5021205e-05
0.0025749705459999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0002242716281999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
3.32254264e-05,9.5021205e-05
0.0,9.5021205e-05
0.0001827398451999,9.5021205e-05
0.0001245953489999,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0040078170595,0.0061789043
0.0001495144187999,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.000581444962,9.5021205e-05
0.0001495144187999,9.5021205e-05
0.0,9.5021205e-05
0.0008680142646999,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0050959497740999,0.0056599216
0.0,9.5021205e-05
0.0003364074422999,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0026788000034999,9.5021205e-05
0.0002948756592999,9.5021205e-05
0.0002574970545999,9.5021205e-05
0.0009012396910999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
1.66127132e-05,9.5021205e-05
2.90722481e-05,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0,9.5021205e-05
0.0001412080622,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0018066325604999,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0001079826357999,9.5021205e-05
0.0046474065177,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
5.399131789999999e-05,9.5021205e-05
0.0001661271319999,9.5021205e-05
0.0,9.5021205e-05
0.0114503125730999,0.06337
0.0,9.5021205e-05
0.0,9.5021205e-05
5.81444962e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001661271319999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0001827398451999,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0011255113193,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0002325779848,9.5021205e-05
0.0,9.5021205e-05
2.90722481e-05,9.5021205e-05
9.96762792e-05,9.5021205e-05
6.229767449999999e-05,9.5021205e-05
6.64508528e-05,9.5021205e-05
0.0009427714740999,9.5021205e-05
0.0,9.5021205e-05
0.0003820924035999,9.5021205e-05
0.0,9.5021205e-05
0.0005482195355999,9.5021205e-05
0.0,9.5021205e-05
0.0007392657374,9.5021205e-05
0.0012667193814999,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0015782077539999,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
2.07658915e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0008804737995999,9.5021205e-05
0.0001079826357999,9.5021205e-05
0.0,9.5021205e-05
1.66127132e-05,9.5021205e-05
7.06040311e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0009718437221999,9.5021205e-05
0.0,9.5021205e-05
1.66127132e-05,9.5021205e-05
0.0,9.5021205e-05
0.0001619739536999,9.5021205e-05
0.0003239479073999,9.5021205e-05
0.0023880775224999,9.5021205e-05
4.1531783e-06,9.5021205e-05
6.229767449999999e-05,9.5021205e-05
0.0,9.5021205e-05
0.0001702803102999,9.5021205e-05
0.0,9.5021205e-05
2.90722481e-05,9.5021205e-05
8.3063566e-06,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0013996210871,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0007932570552999,9.5021205e-05
0.0003654796903999,9.5021205e-05
0.0,9.5021205e-05
4.56849613e-05,9.5021205e-05
0.0,9.5021205e-05
0.0001951993801,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0013207106993999,9.5021205e-05
0.0005191472874999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
9.96762792e-05,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001993525583999,9.5021205e-05
2.49190698e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0002699565895,9.5021205e-05
9.552310089999998e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0304303374041,0.018020172
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0003364074422999,9.5021205e-05
0.0001578207754,9.5021205e-05
0.0,9.5021205e-05
0.0002699565895,9.5021205e-05
0.0029113779882999,9.5021205e-05
0.0005980576751999,9.5021205e-05
0.0005233004658,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0054780421776999,9.5021205e-05
0.0037503200049,0.0064646853
4.1531783e-05,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0,9.5021205e-05
1.66127132e-05,9.5021205e-05
0.0001370548838999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
2.90722481e-05,9.5021205e-05
1.66127132e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
6.64508528e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
3.73786047e-05,9.5021205e-05
0.0,9.5021205e-05
0.0003571733338,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0004319305431999,9.5021205e-05
0.0,9.5021205e-05
6.64508528e-05,9.5021205e-05
0.0,9.5021205e-05
0.0181327764578,0.005271366
7.06040311e-05,9.5021205e-05
8.72167443e-05,9.5021205e-05
0.0,9.5021205e-05
0.0010756731796999,9.5021205e-05
0.0011255113193,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.000290722481,9.5021205e-05
0.0,9.5021205e-05
7.06040311e-05,9.5021205e-05
0.0003654796903999,9.5021205e-05
3.32254264e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
5.399131789999999e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
6.229767449999999e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0004651559696,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0004360837214999,9.5021205e-05
7.06040311e-05,9.5021205e-05
0.0632570586873,0.04443573
0.0033308489965999,0.019877939
0.0027120254298999,0.0030745645
0.0003031820159,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0,9.5021205e-05
0.0107152000139999,9.5021205e-05
0.0,9.5021205e-05
3.73786047e-05,9.5021205e-05
0.0021181209329999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0027203317864999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0013580893041,9.5021205e-05
1.24595349e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0004277773649,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
2.49190698e-05,9.5021205e-05
0.0005149941091999,9.5021205e-05
0.0,9.5021205e-05
0.0016155863586999,9.5021205e-05
0.0,9.5021205e-05
4.1531783e-06,9.5021205e-05
8.3063566e-06,9.5021205e-05
2.49190698e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
2.07658915e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0006354362799,9.5021205e-05
0.0,9.5021205e-05
0.0003322542639999,9.5021205e-05
0.0029113779882999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0003613265120999,9.5021205e-05
8.3063566e-06,9.5021205e-05
4.1531783e-06,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0001453612405,9.5021205e-05
0.0004526964346999,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0022468694603,9.5021205e-05
0.0,9.5021205e-05
4.98381396e-05,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
2.49190698e-05,9.5021205e-05
0.0,9.5021205e-05
0.0005980576751999,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0023631584526999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0005482195355999,9.5021205e-05
1.24595349e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
8.3063566e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001827398451999,9.5021205e-05
0.0002201184498999,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
9.96762792e-05,9.5021205e-05
0.0004028582950999,9.5021205e-05
0.0,9.5021205e-05
2.07658915e-05,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0001370548838999,9.5021205e-05
0.0310657736839999,0.0074573606
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
1.24595349e-05,9.5021205e-05
4.1531783e-06,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
0.0,9.5021205e-05
2.49190698e-05,9.5021205e-05
3.32254264e-05,9.5021205e-05
0.0045601897733999,9.5021205e-05
9.552310089999998e-05,9.5021205e-05
0.0001329017056,9.5021205e-05
0.0001951993801,9.5021205e-05
2.49190698e-05,9.5021205e-05
9.13699226e-05,9.5021205e-05
0.0,9.5021205e-05
8.306356599999999e-05,9.5021205e-05
